name,sex,age,height,weight,team,year,season,sport,event,medal,country
Kelli Allison Stack,F,22.0,165.0,62.0,United States,2010.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,United States
Kelli Allison Stack,F,26.0,165.0,62.0,United States,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,United States
Andriy Volodymyrovych Stadnik,M,26.0,171.0,66.0,Ukraine,2008.0,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver,Ukraine
Mariya Stadnik,F,20.0,157.0,48.0,Azerbaijan,2008.0,Summer,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze,Azerbaijan
Mariya Stadnik,F,24.0,157.0,48.0,Azerbaijan,2012.0,Summer,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver,Azerbaijan
Mariya Stadnik,F,28.0,157.0,48.0,Azerbaijan,2016.0,Summer,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver,Azerbaijan
Jamie Alan Staff,M,35.0,178.0,92.0,Great Britain,2008.0,Summer,Cycling,Cycling Men's Team Sprint,Gold,Great Britain
Linda Stahl,F,26.0,176.0,79.0,Germany,2012.0,Summer,Athletics,Athletics Women's Javelin Throw,Bronze,Germany
Gregor Sthli,M,33.0,181.0,75.0,Switzerland,2002.0,Winter,Skeleton,Skeleton Men's Skeleton,Bronze,Switzerland
Gregor Sthli,M,37.0,181.0,75.0,Switzerland,2006.0,Winter,Skeleton,Skeleton Men's Skeleton,Bronze,Switzerland
Lara Stalder,F,19.0,166.0,60.0,Switzerland,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Switzerland
Dawn Michelle Staley,F,34.0,165.0,58.0,United States,2004.0,Summer,Basketball,Basketball Women's Basketball,Gold,United States
"Thomas Alexander ""Tom"" Stallard",M,29.0,193.0,90.0,Great Britain,2008.0,Summer,Rowing,Rowing Men's Coxed Eights,Silver,Great Britain
Dragana Stankovi,F,21.0,195.0,73.0,Serbia,2016.0,Summer,Basketball,Basketball Women's Basketball,Bronze,Serbia
"Clayton Iona ""Clay"" Stanley",M,30.0,205.0,105.0,United States,2008.0,Summer,Volleyball,Volleyball Men's Volleyball,Gold,United States
Heather Mary Stanning,F,27.0,181.0,72.0,Great Britain,2012.0,Summer,Rowing,Rowing Women's Coxless Pairs,Gold,Great Britain
Heather Mary Stanning,F,31.0,181.0,72.0,Great Britain,2016.0,Summer,Rowing,Rowing Women's Coxless Pairs,Gold,Great Britain
Phoebe Stanz,F,20.0,163.0,62.0,Switzerland,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Switzerland
Charlotte Stapenhorst,F,21.0,168.0,68.0,Germany,2016.0,Summer,Hockey,Hockey Women's Hockey,Bronze,Germany
Paul Stastny,M,24.0,183.0,93.0,United States,2010.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,United States
Kevin Staut,M,35.0,182.0,70.0,France,2016.0,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,France
Ashley Steacy,F,29.0,158.0,64.0,Canada,2016.0,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,Canada
Mario Stecher,M,24.0,177.0,62.0,Austria,2002.0,Winter,Nordic Combined,Nordic Combined Men's Team,Bronze,Austria
Mario Stecher,M,28.0,177.0,62.0,Austria,2006.0,Winter,Nordic Combined,Nordic Combined Men's Team,Gold,Austria
Mario Stecher,M,32.0,177.0,62.0,Austria,2010.0,Winter,Nordic Combined,Nordic Combined Men's Team,Gold,Austria
Mario Stecher,M,36.0,177.0,62.0,Austria,2014.0,Winter,Nordic Combined,Nordic Combined Men's Team,Bronze,Austria
Lee Ethel Stecklein,F,19.0,183.0,77.0,United States,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,United States
Bryan Steel,M,35.0,174.0,70.0,Great Britain,2004.0,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Great Britain
Andrew Steele,M,23.0,182.0,78.0,Great Britain,2008.0,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,Great Britain
"Daniel ""Dan"" Steele",M,32.0,188.0,100.0,United States-2,2002.0,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,United States
Alexander Lennart Steen,M,29.0,182.0,95.0,Sweden,2014.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Sweden
Davor tefanek,M,30.0,170.0,66.0,Serbia,2016.0,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,Serbia
Andreea Stefanescu,F,18.0,173.0,73.0,Italy,2012.0,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,Italy
"Aikaterini ""Ekaterini"" Stefanidi",F,26.0,173.0,59.0,Greece,2016.0,Summer,Athletics,Athletics Women's Pole Vault,Gold,Greece
lafur Indrii Stefnsson,M,35.0,196.0,94.0,Iceland,2008.0,Summer,Handball,Handball Men's Handball,Silver,Iceland
Zuzana tefeekov,F,24.0,166.0,65.0,Slovakia,2008.0,Summer,Shooting,Shooting Women's Trap,Silver,Slovakia
Zuzana tefeekov,F,28.0,166.0,65.0,Slovakia,2012.0,Summer,Shooting,Shooting Women's Trap,Silver,Slovakia
Britta Steffen,F,24.0,180.0,60.0,Germany,2008.0,Summer,Swimming,Swimming Women's 50 metres Freestyle,Gold,Germany
Britta Steffen,F,24.0,180.0,60.0,Germany,2008.0,Summer,Swimming,Swimming Women's 100 metres Freestyle,Gold,Germany
Jessica Marie Steffens,F,21.0,183.0,75.0,United States,2008.0,Summer,Water Polo,Water Polo Women's Water Polo,Silver,United States
Jessica Marie Steffens,F,25.0,183.0,75.0,United States,2012.0,Summer,Water Polo,Water Polo Women's Water Polo,Gold,United States
"Margaret Ann ""Maggie"" Steffens",F,19.0,173.0,74.0,United States,2012.0,Summer,Water Polo,Water Polo Women's Water Polo,Gold,United States
"Margaret Ann ""Maggie"" Steffens",F,23.0,173.0,74.0,United States,2016.0,Summer,Water Polo,Water Polo Women's Water Polo,Gold,United States
John William Steffensen,M,21.0,180.0,71.0,Australia,2004.0,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,Australia
Kerstin Stegemann,F,26.0,170.0,68.0,Germany,2004.0,Summer,Football,Football Women's Football,Bronze,Germany
Kerstin Stegemann,F,30.0,170.0,68.0,Germany,2008.0,Summer,Football,Football Women's Football,Bronze,Germany
Bastian Steger,M,31.0,170.0,65.0,Germany,2012.0,Summer,Table Tennis,Table Tennis Men's Team,Bronze,Germany
Bastian Steger,M,35.0,170.0,65.0,Germany,2016.0,Summer,Table Tennis,Table Tennis Men's Team,Bronze,Germany
Henrik Stehlik,M,23.0,175.0,67.0,Germany,2004.0,Summer,Trampolining,Trampolining Men's Individual,Bronze,Germany
Boris Steimetz,M,21.0,187.0,75.0,France,2008.0,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,France
Hans-Peter Steinacher,M,35.0,180.0,73.0,Austria,2004.0,Summer,Sailing,Sailing Mixed Multihull,Gold,Austria
Matthias Steiner,M,25.0,183.0,146.0,Germany,2008.0,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,Germany
Giulia Steingruber,F,22.0,160.0,56.0,Switzerland,2016.0,Summer,Gymnastics,Gymnastics Women's Horse Vault,Bronze,Switzerland
dm Steinmetz,M,24.0,198.0,104.0,Hungary,2004.0,Summer,Water Polo,Water Polo Men's Water Polo,Gold,Hungary
Barnabs Steinmetz,M,28.0,196.0,98.0,Hungary,2004.0,Summer,Water Polo,Water Polo Men's Water Polo,Gold,Hungary
Kristin Strmer Steira,F,28.0,169.0,53.0,Norway,2010.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,Norway
Kristin Strmer Steira,F,32.0,169.0,53.0,Norway,2014.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Bronze,Norway
Sanna Tutteli Stn,F,31.0,171.0,63.0,Finland,2008.0,Summer,Rowing,Rowing Women's Lightweight Double Sculls,Silver,Finland
Henrik Olof Stenson,M,40.0,188.0,86.0,Sweden,2016.0,Summer,Golf,Golf Men's Individual,Silver,Sweden
Ondej tpnek,M,24.0,173.0,78.0,Czech Republic-1,2004.0,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,Czechia
Ondej tpnek,M,28.0,173.0,78.0,Czech Republic,2008.0,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver,Czechia
Radek tpnek,M,37.0,186.0,79.0,Czech Republic,2016.0,Summer,Tennis,Tennis Mixed Doubles,Bronze,Czechia
Inna Yakovlevna Stepanova,F,26.0,176.0,63.0,Russia,2016.0,Summer,Archery,Archery Women's Team,Silver,Russia
Mariya Aleksandrovna Stepanova,F,25.0,202.0,85.0,Russia,2004.0,Summer,Basketball,Basketball Women's Basketball,Bronze,Russia
Mariya Aleksandrovna Stepanova,F,29.0,202.0,85.0,Russia,2008.0,Summer,Basketball,Basketball Women's Basketball,Bronze,Russia
Daniel Stephan,M,31.0,198.0,98.0,Germany,2004.0,Summer,Handball,Handball Men's Handball,Silver,Germany
John M. Stephens,M,24.0,182.0,84.0,Australia,2004.0,Summer,Baseball,Baseball Men's Baseball,Silver,Australia
Kelly Stephens (-Tysland),F,22.0,167.0,59.0,United States,2006.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,United States
Ayeln Lara Stepnik Puche,F,28.0,169.0,62.0,Argentina,2004.0,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
Jan trba,M,31.0,183.0,85.0,Czech Republic,2012.0,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Czechia
Jan trba,M,35.0,183.0,85.0,Czech Republic,2016.0,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Czechia
Jovana Stevanovi,F,24.0,192.0,72.0,Serbia,2016.0,Summer,Volleyball,Volleyball Women's Volleyball,Silver,Serbia
Craig Julian Stevens,M,24.0,188.0,82.0,Australia,2004.0,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Australia
"Jeffrey Allen ""Jeff"" Stevens",M,24.0,188.0,93.0,United States,2008.0,Summer,Baseball,Baseball Men's Baseball,Bronze,United States
Travis Stevens,M,30.0,181.0,80.0,United States,2016.0,Summer,Judo,Judo Men's Half-Middleweight,Silver,United States
Sarah Diana Stevenson,F,25.0,177.0,69.5,Great Britain,2008.0,Summer,Taekwondo,Taekwondo Women's Heavyweight,Bronze,Great Britain
Shakur Stevenson,M,19.0,173.0,56.0,United States,2016.0,Summer,Boxing,Boxing Men's Bantamweight,Silver,United States
Toby Lynn Stevenson,M,27.0,185.0,81.0,United States,2004.0,Summer,Athletics,Athletics Men's Pole Vault,Silver,United States
Breanna Mackenzie Stewart,F,21.0,193.0,79.0,United States,2016.0,Summer,Basketball,Basketball Women's Basketball,Gold,United States
Chelsea Blaine Stewart,F,22.0,165.0,54.0,Canada,2012.0,Summer,Football,Football Women's Football,Bronze,Canada
Danielle Stewart,F,27.0,165.0,65.0,Australia,2008.0,Summer,Softball,Softball Women's Softball,Bronze,Australia
"Geoffrey Peter ""Geoff"" Stewart",M,30.0,200.0,90.0,Australia,2004.0,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Australia
James Alexander Stewart,M,30.0,200.0,92.0,Australia,2004.0,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Australia
Kerron Stewart,F,24.0,175.0,61.0,Jamaica,2008.0,Summer,Athletics,Athletics Women's 100 metres,Silver,Jamaica
Kerron Stewart,F,24.0,175.0,61.0,Jamaica,2008.0,Summer,Athletics,Athletics Women's 200 metres,Bronze,Jamaica
Kerron Stewart,F,28.0,175.0,61.0,Jamaica,2012.0,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,Jamaica
Murray Stewart,M,26.0,186.0,86.0,Australia,2012.0,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,Australia
"Stephen John ""Steve"" Stewart",M,26.0,195.0,90.0,Australia,2004.0,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Australia
Anja Stiefel,F,23.0,160.0,60.0,Switzerland,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Switzerland
Vladimir timac,M,28.0,211.0,112.0,Serbia,2016.0,Summer,Basketball,Basketball Men's Basketball,Silver,Serbia
Toni Stipanovi,M,30.0,178.0,81.0,Croatia,2016.0,Summer,Sailing,Sailing Men's One Person Dinghy,Silver,Croatia
Kamil Wiktor Stoch,M,26.0,173.0,53.0,Poland,2014.0,Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,Poland
Kamil Wiktor Stoch,M,26.0,173.0,53.0,Poland,2014.0,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,Poland
Hannah Stockbauer,F,22.0,174.0,63.0,Germany,2004.0,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,Germany
Emmanuel Stockbroekx,M,22.0,189.0,88.0,Belgium,2016.0,Summer,Hockey,Hockey Men's Hockey,Silver,Belgium
Ralph Stckli,M,33.0,176.0,75.0,Switzerland,2010.0,Winter,Curling,Curling Men's Curling,Bronze,Switzerland
"Phillip Matthew ""Phil"" Stockman",M,24.0,200.0,100.0,Australia,2004.0,Summer,Baseball,Baseball Men's Baseball,Silver,Australia
"Jacob Petrus ""Jaap"" Stockmann",M,28.0,193.0,80.0,Netherlands,2012.0,Summer,Hockey,Hockey Men's Hockey,Silver,Netherlands
Hayden Ernest Stoeckel,M,23.0,197.0,95.0,Australia,2008.0,Summer,Swimming,Swimming Men's 100 metres Backstroke,Bronze,Australia
Hayden Ernest Stoeckel,M,23.0,197.0,95.0,Australia,2008.0,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia
Hayden Ernest Stoeckel,M,27.0,197.0,95.0,Australia,2012.0,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Australia
Kseniya Andreyevna Stolbova,F,21.0,158.0,73.0,Russia-2,2014.0,Winter,Figure Skating,Figure Skating Mixed Pairs,Silver,Russia
Kseniya Andreyevna Stolbova,F,21.0,158.0,73.0,Russia,2014.0,Winter,Figure Skating,Figure Skating Mixed Team,Gold,Russia
"Genevra ""Gevvie"" Stone",F,31.0,183.0,71.0,United States,2016.0,Summer,Rowing,Rowing Women's Single Sculls,Silver,United States
"Viktoriya Ivanivna ""Vita"" Stopina",F,28.0,176.0,54.0,Ukraine,2004.0,Summer,Athletics,Athletics Women's High Jump,Bronze,Ukraine
Hestrie Storbeck-Cloete (-Els),F,25.0,185.0,68.0,South Africa,2004.0,Summer,Athletics,Athletics Women's High Jump,Silver,South Africa
Botond Storcz,M,29.0,183.0,87.0,Hungary,2004.0,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,Hungary
David Storl,M,21.0,198.0,117.0,Germany,2012.0,Summer,Athletics,Athletics Men's Shot Put,Silver,Germany
"Elizabeth Louise ""Beth"" Storry",F,34.0,173.0,74.0,Great Britain,2012.0,Summer,Hockey,Hockey Women's Hockey,Bronze,Great Britain
Etienne Stott,M,33.0,182.0,83.0,Great Britain-1,2012.0,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,Great Britain
Amar'e Carsares Stoudemire,M,24.0,200.0,102.0,United States,2004.0,Summer,Basketball,Basketball Men's Basketball,Bronze,United States
Martin Straka,M,33.0,178.0,81.0,Czech Republic,2006.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Czechia
Thilo Stralkowski,M,25.0,190.0,92.0,Germany,2012.0,Summer,Hockey,Hockey Men's Hockey,Gold,Germany
Are Weierholt Strandli,M,27.0,181.0,69.0,Norway,2016.0,Summer,Rowing,Rowing Men's Lightweight Double Sculls,Bronze,Norway
Stephen James Strasburg,M,20.0,196.0,98.0,United States,2008.0,Summer,Baseball,Baseball Men's Baseball,Bronze,United States
Dmitry Ivanovich Stratan,M,29.0,196.0,102.0,Russia,2004.0,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,Russia
Jrmy Stravius,M,24.0,190.0,86.0,France,2012.0,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,France
Jrmy Stravius,M,24.0,190.0,86.0,France,2012.0,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,France
Jrmy Stravius,M,28.0,190.0,86.0,France,2016.0,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,France
Vadim Nikolayevich Streltsov,M,30.0,170.0,94.0,Belarus,2016.0,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,Belarus
Jnis Strenga,M,28.0,183.0,92.0,Latvia-1,2014.0,Winter,Bobsleigh,Bobsleigh Men's Four,Silver,Latvia
Ivan Alekseyevich Stretovich,M,19.0,170.0,59.0,Russia,2016.0,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver,Russia
Daniel Strigel,M,29.0,196.0,97.0,Germany,2004.0,Summer,Fencing,"Fencing Men's epee, Team",Bronze,Germany
Simona Dumitria Strimbeschi-Muat,F,26.0,183.0,80.0,Romania,2008.0,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Romania
Manuel trlek,M,23.0,182.0,82.0,Croatia,2012.0,Summer,Handball,Handball Men's Handball,Bronze,Croatia
Martin Strobel,M,30.0,189.0,90.0,Germany,2016.0,Summer,Handball,Handball Men's Handball,Bronze,Germany
Fritz Strobl,M,29.0,187.0,95.0,Austria,2002.0,Winter,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,Austria
Silvia Alexandra Stroescu,F,19.0,156.0,48.0,Romania,2004.0,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold,Romania
Mris trombergs,M,21.0,186.0,90.0,Latvia,2008.0,Summer,Cycling,Cycling Men's BMX,Gold,Latvia
Mris trombergs,M,25.0,186.0,90.0,Latvia,2012.0,Summer,Cycling,Cycling Men's BMX,Gold,Latvia
Simon Strbin,M,30.0,181.0,73.0,Switzerland,2010.0,Winter,Curling,Curling Men's Curling,Bronze,Switzerland
Ioana Strungaru (Crciun-),F,27.0,180.0,77.0,Romania,2016.0,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Romania
Barbora Strcov (-Zhlavov),F,30.0,164.0,60.0,Czech Republic-1,2016.0,Summer,Tennis,Tennis Women's Doubles,Bronze,Czechia
"Jennifer ""Jenn"" Stuczynski-Suhr",F,26.0,183.0,66.0,United States,2008.0,Summer,Athletics,Athletics Women's Pole Vault,Silver,United States
"Jennifer ""Jenn"" Stuczynski-Suhr",F,30.0,183.0,66.0,United States,2012.0,Summer,Athletics,Athletics Women's Pole Vault,Gold,United States
Tatyana Sergeyevna Stukalova,F,28.0,160.0,63.0,Belarus,2004.0,Summer,Weightlifting,Weightlifting Women's Middleweight,Bronze,Belarus
Khrystyna Petrivna Stuy,F,24.0,168.0,60.0,Ukraine,2012.0,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,Ukraine
Leonel Surez Fajardo,M,20.0,181.0,68.0,Cuba,2008.0,Summer,Athletics,Athletics Men's Decathlon,Bronze,Cuba
Leonel Surez Fajardo,M,24.0,181.0,68.0,Cuba,2012.0,Summer,Athletics,Athletics Men's Decathlon,Bronze,Cuba
Paola Lorena Surez,F,28.0,170.0,64.0,Argentina,2004.0,Summer,Tennis,Tennis Women's Doubles,Bronze,Argentina
"Pernell Karl ""PK"" Subban",M,24.0,183.0,98.0,Canada,2014.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada
Mara Beln Succi,F,22.0,177.0,72.0,Argentina,2008.0,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
Ioan Silviu Suciu,M,26.0,169.0,66.0,Romania,2004.0,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze,Romania
Marina Vladimirovna Sudakova (Yartseva-),F,27.0,165.0,66.0,Russia,2016.0,Summer,Handball,Handball Women's Handball,Gold,Russia
Shingo Suetsugu,M,28.0,178.0,68.0,Japan,2008.0,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,Japan
Mika Sugimoto,F,27.0,165.0,100.0,Japan,2012.0,Summer,Judo,Judo Women's Heavyweight,Silver,Japan
Sui Jianshuang,F,19.0,177.0,51.0,China,2008.0,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,China
Sui Lu,F,20.0,153.0,43.0,China,2012.0,Summer,Gymnastics,Gymnastics Women's Balance Beam,Silver,China
Aleksandr Nikolayevich Sukhorukov,M,20.0,196.0,93.0,Russia,2008.0,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Russia
Yuriy Oleksandrovych Sukhorukov,M,40.0,176.0,65.0,Ukraine,2008.0,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,Ukraine
Jevgenijus uklinas,M,26.0,196.0,109.0,Lithuania,2012.0,Summer,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver,Lithuania
Sandro Sukno,M,22.0,200.0,93.0,Croatia,2012.0,Summer,Water Polo,Water Polo Men's Water Polo,Gold,Croatia
Sandro Sukno,M,26.0,200.0,93.0,Croatia,2016.0,Summer,Water Polo,Water Polo Men's Water Polo,Silver,Croatia
Niklas Sle,M,20.0,195.0,95.0,Germany,2016.0,Summer,Football,Football Men's Football,Silver,Germany
Linn Jrum Sulland,F,28.0,178.0,73.0,Norway,2012.0,Summer,Handball,Handball Women's Handball,Gold,Norway
Eamon Wade Sullivan,M,22.0,189.0,78.0,Australia,2008.0,Summer,Swimming,Swimming Men's 100 metres Freestyle,Silver,Australia
Eamon Wade Sullivan,M,22.0,189.0,78.0,Australia,2008.0,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Australia
Eamon Wade Sullivan,M,22.0,189.0,78.0,Australia,2008.0,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia
Joseph Sullivan,M,25.0,182.0,82.0,New Zealand,2012.0,Summer,Rowing,Rowing Men's Double Sculls,Gold,New Zealand
Bakhodirdzhon Sultanov,M,19.0,166.0,57.0,Uzbekistan,2004.0,Summer,Boxing,Boxing Men's Bantamweight,Bronze,Uzbekistan
Christoph Sumann,M,34.0,182.0,80.0,Austria,2010.0,Winter,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Silver,Austria
Christoph Sumann,M,34.0,182.0,80.0,Austria,2010.0,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,Austria
Christoph Sumann,M,38.0,182.0,80.0,Austria,2014.0,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,Austria
Jemima Jelagat Sumgong,F,31.0,160.0,45.0,Kenya,2016.0,Summer,Athletics,Athletics Women's Marathon,Gold,Kenya
Laura Ann Summerton-Hodges,F,20.0,190.0,78.0,Australia,2004.0,Summer,Basketball,Basketball Women's Basketball,Silver,Australia
Laura Ann Summerton-Hodges,F,24.0,190.0,78.0,Australia,2008.0,Summer,Basketball,Basketball Women's Basketball,Silver,Australia
Laura Ann Summerton-Hodges,F,28.0,190.0,78.0,Australia,2012.0,Summer,Basketball,Basketball Women's Basketball,Bronze,Australia
Sun Dan,F,21.0,177.0,57.0,China,2008.0,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,China
Sun Dandan,F,23.0,162.0,58.0,China,2002.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver,China
Sun Fuming,F,30.0,178.0,124.0,China,2004.0,Summer,Judo,Judo Women's Heavyweight,Bronze,China
Sun Linlin,F,21.0,161.0,56.0,China,2010.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold,China
Sun Qiuting,F,22.0,171.0,55.0,China,2008.0,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,China
Sun Tiantian,F,22.0,175.0,64.0,China-1,2004.0,Summer,Tennis,Tennis Women's Doubles,Gold,China
Sun Wenyan,F,22.0,170.0,58.0,China,2012.0,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,China
